uav_count,mission_assurance_index_mean,mission_assurance_index_ci95,mission_success_rate_mean,mission_success_rate_ci95,packet_delivery_ratio_mean,route_deviation_mean,recovery_time_proxy_sec_mean
10,0.7569155140266484,0.0023107242823471874,87.43181818181819,0.5607007575757592,0.935,27.848528752793033,5.778106060606061
20,0.7514949058618196,0.0015870013914944248,85.96638655462185,0.4009541316526608,0.9256302521008404,37.247248440157854,5.550175070028011
30,0.7466225202800769,0.0012502768537013265,85.0601160862355,0.31928897180763016,0.9021351575456054,37.536667987848375,5.609058872305141
