attack_intensity,mission_assurance_index_mean,mission_assurance_index_ci95,mission_success_rate_mean,mission_success_rate_ci95,packet_delivery_ratio_mean,detection_delay_mean,route_deviation_mean
high,0.715748231409524,0.007434873812171405,76.97893970631375,0.6211879406373373,0.9402520576131687,5.77945816186557,48.273415371005
low,0.7710945108810467,0.003146273249485028,81.33873027817887,0.1656828659906213,0.9839125631313131,5.796220012626263,14.741074473097303
medium,0.746445595627166,0.005282756879566163,79.70467485474826,0.36477452166612034,0.9681155692729766,5.877170781893004,25.084734981683443
none,0.8019546328306455,0.0004368657928086039,83.83601905839964,0.0428539204512715,1.0,0.0,5.927633955045318
