attack_intensity,mission_assurance_index_mean,mission_assurance_index_ci95,mission_success_rate_mean,mission_success_rate_ci95,packet_delivery_ratio_mean,detection_delay_mean,route_deviation_mean
high,0.7105419475435119,0.0018648374157246295,76.73441734417344,0.4624407181571826,0.8498983739837398,5.80420054200542,61.3196613084128
low,0.7820175715975446,0.00121354128327672,92.87909836065573,0.3074624316939847,0.9723360655737705,5.723394808743169,18.415578955822756
medium,0.7514532302460404,0.0015461163417824775,86.38541666666667,0.38741319444444144,0.9145138888888888,5.779305555555555,30.490116947454
none,0.81521827330404,0.002533681715300218,100.0,0.0,1.0,0.0,6.112890410029394
